name,location,cuisines,estimated_cost_for_two,rating
Gelato Italiano,malleshwaram,"bakery, desserts, ice cream",200.0,3.8
Lassi Point,malleshwaram,"beverages, desserts",150.0,
Hangyo,malleshwaram,ice cream,200.0,
The Frozen House,malleshwaram,"desserts, fast food",300.0,
Swiss Naturals,malleshwaram,"desserts, ice cream",250.0,
Just Bake,malleshwaram,bakery,400.0,3.0
Fabelle Chocolate Boutique - ITC Windsor,sankey road,"beverages, desserts, ice cream",1250.0,4.2
Sattvam Bakes,sadashiv nagar,desserts,300.0,3.6
The LaLiT Boulangerie - The LaLiT Ashok Bangalore,seshadripuram,"bakery, desserts",600.0,3.2
Shake Tat Bottle,sadashiv nagar,beverages,200.0,3.6
Sweet Chariot,sadashiv nagar,"bakery, fast food",500.0,3.4
O.G. Variar & Sons,rajajinagar,"bakery, desserts",200.0,4.8
"Cinnamon - Renaissance Hotel, Bengaluru",race course road,desserts,500.0,4.3
Jay Mataji Farsan and Sweets,yeshwantpur,"gujarati, mithai",150.0,3.5
Peppermint,rajajinagar,"fast food, ice cream",350.0,3.4
Sri Venkateshwara Sweet House,rajajinagar,desserts,100.0,3.3
Karigiri Refreshments,rajajinagar,fast food,300.0,3.7
Cream House,rajajinagar,desserts,300.0,3.0
Sri Shakti Sweets,majestic,"mithai, street food",150.0,3.4
Holige Mane,rajajinagar,"desserts, mithai",100.0,3.6
The Cupcake Story,yeshwantpur,bakery,300.0,3.5
Big Mishra Pedha,rajajinagar,"mithai, street food",250.0,
Sweet Truth,rajajinagar,"bakery, desserts",500.0,3.9
The Dessert Destination,rajajinagar,desserts,300.0,
Kavitha Bakery,rajajinagar,bakery,400.0,
Aishwarya Sweets,rajajinagar,"mithai, street food",250.0,3.6
High Ultra Lounge,malleshwaram,"chinese, japanese, korean, thai",2600.0,4.1
District 6 Pub Brewery & Kitchen,malleshwaram,"american, chinese, european, german, north indian, pizza",1800.0,4.3
Barbecue by Punjab Grill,malleshwaram,bbq,1300.0,4.7
The Persian Terrace - Sheraton Grand Bangalore Hotel...,malleshwaram,"afghan, lebanese, mediterranean",2500.0,4.2
Hyderabad Biryani House,malleshwaram,"biryani, chinese, hyderabadi",800.0,4.1
The Studio Bar,malleshwaram,"american, italian, north indian",1400.0,4.0
Indian Kitchen,malleshwaram,"mughlai, north indian",1500.0,4.2
RS Shiv Sagar,malleshwaram,"chinese, fast food, north indian, south indian, street food",500.0,4.2
Holige Mane,malleshwaram,south indian,100.0,4.3
The Beer Cafe,malleshwaram,"finger food, italian, north indian",1500.0,4.1
Empire Restaurant,malleshwaram,"kerala, north indian, south indian",700.0,3.8
Hydrabad Biryani House,malleshwaram,"biryani, north indian",400.0,
Hotel Moonlight,malleshwaram,"chinese, north indian",500.0,3.9
Bene - Sheraton Grand Bangalore Hotel at Brigade...,malleshwaram,"european, italian, mediterranean",2500.0,4.2
BluO,malleshwaram,"continental, north indian",1500.0,4.1
Cafe Noir,malleshwaram,"european, french, salad",1500.0,4.1
A2B - Adyar Ananda Bhavan,malleshwaram,"chinese, fast food, north indian, south indian, street food",400.0,2.7
White Horse,malleshwaram,"chinese, finger food, north indian",1100.0,3.7
Alfresco by Bene -Sheraton Grand Bangalore Hotel at...,malleshwaram,continental,2000.0,3.7
Jigarthanda,malleshwaram,"beverages, rolls",300.0,3.5
New Shanthi Sagar,malleshwaram,"chinese, north indian, south indian, street food",600.0,2.8
Brahmin's Coffee Bar,malleshwaram,south indian,250.0,3.9
Mavalli Tiffin Room (MTR),malleshwaram,"beverages, south indian",300.0,4.3
Temple Meals,malleshwaram,south indian,200.0,3.8
New Krishna Bhavan,malleshwaram,"chinese, north indian, south indian",200.0,4.2
Hotel Janatha,malleshwaram,south indian,150.0,4.1
KFC,malleshwaram,"burger, fast food",400.0,4.0
Hari Super Sandwich,malleshwaram,"fast food, street food",200.0,3.9
Asha Food Camp,malleshwaram,"fast food, south indian, street food",800.0,4.1
Namma Kudla,malleshwaram,"mangalorean, south indian",350.0,4.2
Sai Shakti,malleshwaram,north indian,250.0,4.0
Burger King,malleshwaram,"beverages, burger, fast food",600.0,4.0
Kailash Parbat,malleshwaram,"north indian, street food",600.0,3.1
McDonald's,malleshwaram,"beverages, burger, cafe, desserts, fast food",500.0,4.0
Sri Sai Ram's,malleshwaram,street food,200.0,4.2
Chetty's Corner,malleshwaram,"fast food, pizza, sandwich",250.0,4.0
Veg By Nature,malleshwaram,north indian,300.0,2.9
Sukh Sagar Express,malleshwaram,"chinese, fast food, north indian, street food",500.0,3.7
Ambur Biryani Zone,malleshwaram,"biryani, kebab",150.0,
Falafel's - The Lebanese Haus,malleshwaram,lebanese,300.0,3.9
RR Biriyani,malleshwaram,biryani,300.0,3.7
Sri Sai Dosa Center,malleshwaram,south indian,100.0,
Five Star Chicken,malleshwaram,"burger, fast food",300.0,2.8
Wow! Momo,malleshwaram,momos,400.0,
Sri Sairam's Chats and Juice,malleshwaram,street food,100.0,4.2
Chick Inn 24x7,malleshwaram,fast food,450.0,3.6
Aahara Vihar,malleshwaram,"chinese, north indian, south indian",300.0,3.5
Marhaba,malleshwaram,"lebanese, north indian, rolls",550.0,2.7
Sri Venkateshwar Bhavan,malleshwaram,"chinese, seafood, south indian",200.0,3.5
Hotel Vaishali,malleshwaram,south indian,150.0,3.6
Natis By Wings,malleshwaram,north indian,200.0,
Sambhram,malleshwaram,"biryani, south indian",250.0,
Taste Of Banaras,malleshwaram,north indian,200.0,
G. P. S. Kaapi Thindi,malleshwaram,street food,150.0,3.5
Bharath's Pizza,malleshwaram,"fast food, pizza",250.0,
S.L.V. Donne Biryani,malleshwaram,"biryani, kebab",300.0,
New Ambur Special Dum Biryani,malleshwaram,"biryani, kebab",250.0,
Maddy's Katti Cafe,malleshwaram,"beverages, fast food",400.0,
Empire Juice Shop,malleshwaram,juices,150.0,2.8
StikSnax,malleshwaram,fast food,300.0,2.6
Khan Saheb Grills and Rolls,malleshwaram,"fast food, rolls",400.0,2.6
Karnataka Biryani Point,malleshwaram,biryani,200.0,
Royal Afghan - ITC Windsor,sankey road,"mughlai, north indian",5000.0,4.3
KittyKo,seshadripuram,"continental, finger food",3000.0,4.1
Pebble,sadashiv nagar,finger food,1500.0,3.9
Dakshin - ITC Windsor,sankey road,south indian,4000.0,4.3
Sutra - The Lalit Ashok Bangalore,seshadripuram,"chinese, continental",2200.0,3.8
Akss - India Reimagined,sadashiv nagar,"modern indian, north indian",1800.0,4.2
Latitude - Tulip Inn,seshadripuram,"chinese, north indian, seafood, south indian",1300.0,3.7
Dum Pukht Jolly Nabobs - ITC Windsor,sankey road,north indian,4000.0,4.3
Sanadige - Goldfinch Hotel,seshadripuram,"goan, kerala, maharashtrian, mangalorean, seafood",1200.0,4.1
Starbucks,sadashiv nagar,"cafe, desserts",700.0,4.3
Sanman,seshadripuram,"chinese, fast food, north indian, south indian",700.0,4.0
OKO - The Lalit Ashok Bangalore,seshadripuram,"asian, japanese",2200.0,4.0
Dublin - ITC Windsor,sankey road,european,2500.0,4.1
New Samrat Restaurant,seshadripuram,"chinese, north indian, south indian",450.0,4.1
Baluchi - The Lalit Ashok Bangalore,seshadripuram,"kashmiri, mughlai, north indian",3700.0,4.0
Chung Wah,sadashiv nagar,"chinese, momos, thai, vietnamese",700.0,3.9
Swathi Restaurant,seshadripuram,"chinese, north indian, south indian",600.0,3.9
Uttarkhand,seshadripuram,"chinese, continental, north indian",700.0,2.9
Samudra Bar & Restaurant,seshadripuram,"chinese, mughlai, north indian",800.0,2.9
Amazing Blue Pub,seshadripuram,finger food,900.0,3.4
Prashanth Grand,seshadripuram,"chinese, north indian, south indian",300.0,2.9
Glacier - Citrine Hotel,seshadripuram,"chinese, finger food, north indian",1000.0,3.6
Hotel Annapurneshwari,seshadripuram,andhra,200.0,
Sangeetha Bar & Restaurant,seshadripuram,"north indian, south indian",800.0,3.4
HVR Veg,seshadripuram,south indian,300.0,4.5
Chikkanna Tiffin Room,seshadripuram,south indian,200.0,4.3
Donne Biriyani Angadi Mane,sadashiv nagar,"biryani, chinese",250.0,3.4
Hotel Ayodhya Upahar,sadashiv nagar,"chinese, south indian",200.0,3.9
Chill And Grill,sadashiv nagar,fast food,300.0,
Hotel Rajesh,sadashiv nagar,south indian,350.0,3.5
Kamat Delicacy,seshadripuram,"chinese, north indian, south indian",300.0,
Taj Biryani Centre,sadashiv nagar,"biryani, kebab",150.0,
Happiest Moment,seshadripuram,"biryani, chinese, north indian",350.0,
Vishwas Kabab Centre,seshadripuram,south indian,400.0,
Shreyas,seshadripuram,"chinese, north indian",500.0,
Natis,sankey road,"kebab, mughlai, north indian",500.0,
A1 Biriyani Point,seshadripuram,biryani,200.0,3.0
Jetlag,rajajinagar,"continental, finger food, italian, japanese, north indian",1650.0,4.3
The London Curry House - The Royale Senate Hotel,race course road,"modern indian, north indian, pizza",1300.0,4.5
Mysore Hanumanthu Palav,rajajinagar,"fast food, south indian",500.0,3.9
Hotel Nalapaka,rajajinagar,south indian,400.0,4.3
Gilly's Restobar,new bel road,"chinese, continental, finger food, north indian",1200.0,4.5
Sagar Hotel,rajajinagar,"chinese, juices, north indian, street food",600.0,4.3
"R Bar - Renaissance Hotel, Bengaluru",race course road,continental,1400.0,4.2
South Ruchis Square,race course road,"chinese, north indian, south indian",850.0,4.3
Priyadarshini Veg,yeshwantpur,"chinese, north indian, south indian",300.0,3.9
Aastha Bengali Mess,yeshwantpur,"bengali, chinese",250.0,3.9
Hotel Janardhan,race course road,south indian,400.0,4.1
Great Moments - Hotel Bangalore International,race course road,finger food,1100.0,3.2
Nandini Swadista Loka,rajajinagar,"chinese, north indian, south indian",300.0,3.3
Mr Savji,rajajinagar,south indian,350.0,3.4
Dhanbad Food Stall,new bel road,"bihari, chinese, north indian",200.0,
Bangarpet Chats Corner,rajajinagar,street food,150.0,3.3
New Sagar Fast Food,rajajinagar,"north indian, south indian",450.0,3.6
Opel Lounge,yeshwantpur,"chinese, finger food, north indian",700.0,3.2
Davanagere Benne Dosa,yeshwantpur,south indian,100.0,3.3
Meen-Da-Vanas,rajajinagar,mangalorean,400.0,
Madhura,yeshwantpur,"chinese, north indian",750.0,3.7
Ambika Vegetarian Hotel,rajajinagar,"fast food, north indian",500.0,3.7
Ottetumba Veg & Non Veg Restaurant,rajajinagar,"biryani, chinese, north indian",550.0,3.3
Aramane Brundavan,rajajinagar,"chinese, fast food, north indian, south indian",450.0,3.3
Indira Canteen,rajajinagar,south indian,300.0,3.3
Makaranda,yeshwantpur,"chinese, mughlai, north indian, south indian",750.0,3.5
New Sagar Fast Food,rajajinagar,"chinese, north indian, south indian",300.0,3.6
Sri Guru Sagar Fast Food,rajajinagar,"chinese, north indian, south indian",250.0,
Soundarya Military Hotel,rajajinagar,south indian,200.0,3.8
Singri Home Made Foods,rajajinagar,south indian,150.0,
Vishwa Brahmin's Cafe,rajajinagar,south indian,100.0,3.7
Savipriya Military Hotel,rajajinagar,south indian,350.0,
Kerala Food,yeshwantpur,"kerala, south indian",300.0,
Hot Coffee,rajajinagar,"beverages, chinese, south indian",150.0,3.3
Bhairava Deluxe Hindu Military Hotel,rajajinagar,south indian,400.0,3.4
Hotel Sri Gurupriya,majestic,south indian,200.0,
Samrudhi Darshini,rajajinagar,south indian,250.0,
Indian Chicken Biryani Point,rajajinagar,biryani,300.0,3.3
Davanagere Bene Dosa Hotel,rajajinagar,south indian,100.0,3.3
Sindhu Hotel,rajajinagar,south indian,250.0,
Metro Grand Upahara,rajajinagar,south indian,250.0,
Goli Vada Pav No. 1,yeshwantpur,street food,200.0,3.3
Rashmi Kabab Corner,rajajinagar,kebab,200.0,
Ambur Hot Dum Biriyani,rajajinagar,biryani,250.0,
Hotel Rasai,rajajinagar,"chinese, south indian",150.0,
Mahalakshmi Refreshments,rajajinagar,south indian,200.0,3.7
Charlie Fast Food & Restaurant,rajajinagar,"chinese, fast food",300.0,
ANTIGRAVITY,marathahalli,"bbq, chinese, continental, north indian",1500.0,4.4
AB's - Absolute Barbecues,marathahalli,"bbq, european, mediterranean, north indian",1600.0,4.8
The Globe Grub,marathahalli,"asian, continental, italian, north indian",1300.0,4.8
Flechazo,marathahalli,"asian, bbq, mediterranean, north indian",1400.0,4.7
"3B's - Buddies, Bar & Barbecues",marathahalli,"bbq, european, mediterranean, north indian",1100.0,4.5
Melange - Radisson Blu,marathahalli,"chinese, continental, north indian, south indian",2700.0,4.5
Barbeque Nation,marathahalli,"bbq, european, kebab, mediterranean, north indian",1600.0,4.3
Bold,marathahalli,"continental, modern indian, north indian",1500.0,3.9
Brunchilly,marathahalli,"continental, north indian",1300.0,4.0
SEAPOT,marathahalli,"north indian, south indian",600.0,3.5
The Podium Sports Bar,marathahalli,"bar food, finger food, north indian, pizza",1200.0,3.8
Spice Darbar,marathahalli,"continental, mughlai, north indian",1000.0,3.9
The Restaurant,marathahalli,"burger, chinese, continental, italian, north indian, pizza, sandwich, south indian",1200.0,3.7
The Mint Resto Bar,marathahalli,"andhra, chinese, north indian",1000.0,2.6
Earthen Bowl,marathahalli,"cafe, italian",700.0,3.9
Lassi Bistro,marathahalli,"beverages, cafe, fast food",150.0,3.6
Biggies Burger 'n' More,marathahalli,"burger, cafe, fast food",400.0,4.1
The Iris Kafe,marathahalli,"beverages, cafe, continental, south indian",300.0,
Coffee Mug Cafe,marathahalli,"cafe, chinese, fast food, north indian",400.0,3.7
Pizza Home,marathahalli,"cafe, continental, pizza, south indian",600.0,2.9
FIFA Cafe,marathahalli,"beverages, cafe, fast food",300.0,3.2
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Delight,marathahalli,"cafe, italian",400.0,3.2
Chef Baker's,marathahalli,"bakery, cafe, desserts",600.0,
Mugs N Burgers,brookefield,"beverages, burger, cafe, chinese, coffee, fast food, juices",600.0,4.0
BITEBOX,marathahalli,"chinese, desserts, mughlai, north indian",300.0,4.5
Nakkala's Food Hunt,marathahalli,"chinese, north indian",600.0,2.4
Midnight Food Point,marathahalli,"biryani, chinese, mughlai, north indian",500.0,2.6
Behrouz Biryani,cv raman nagar,biryani,650.0,4.0
Domino's Pizza,marathahalli,"fast food, pizza",400.0,2.4
McDonald's,brookefield,"beverages, burger, cafe, desserts, fast food",500.0,3.0
Chai Point,marathahalli,"beverages, fast food",250.0,3.8
Subway,marathahalli,"healthy food, salad, sandwich",500.0,3.6
Punjabi Food Joint,marathahalli,"north indian, south indian",400.0,3.4
Shanmukha,marathahalli,"andhra, biryani, chinese, north indian",800.0,3.9
Ande Ka Funda,marathahalli,"chinese, north indian, rolls",250.0,3.3
Cream Stone,marathahalli,"beverages, desserts, ice cream",500.0,4.1
Nandhana Palace,marathahalli,"andhra, biryani, chinese, north indian",800.0,4.2
Xtreme Sports Bar,marathahalli,"chinese, continental, lebanese, north indian",1400.0,3.8
BOX8- Desi Meals,brookefield,"fast food, mughlai, north indian",500.0,4.2
Sizzling Pasto,marathahalli,"chinese, continental, north indian",1100.0,4.1
Anjappaar,marathahalli,"chettinad, south indian",650.0,3.9
Me And My Cake,marathahalli,"bakery, desserts",500.0,3.5
Hunger Box,marathahalli,"chinese, north indian",400.0,
Off D' Hook,marathahalli,"andhra, biryani, chinese, continental, kebab, momos, north indian, pizza",800.0,3.7
The Yummy Box,marathahalli,"chinese, north indian",200.0,3.8
Tummy Wants Yummy,marathahalli,north indian,150.0,
FreshMenu,east bangalore,"american, biryani, burger, chinese, continental, healthy food, north indian, salad",450.0,2.8
HOMMS,marathahalli,"chinese, fast food, momos",300.0,4.5
Burger Bite House,kaggadasapura,"burger, desserts, fast food",400.0,2.6
Kolkata Biriyani,marathahalli,"bengali, biryani",300.0,3.9
Udupi Brahmins Cafe,marathahalli,south indian,150.0,
Bhagini,marathahalli,"andhra, chinese, north indian, south indian",800.0,2.0
Biryani & Kabab Corner,marathahalli,"andhra, biryani, chinese, north indian",450.0,3.7
Ghar Ka Healthy Khana,marathahalli,fast food,100.0,
Frozen Bite,kaggadasapura,beverages,250.0,3.3
Night Panda,marathahalli,"chinese, fast food, north indian",500.0,3.4
Indian Paratha Company,marathahalli,north indian,500.0,3.5
Kanti's,marathahalli,"mithai, street food",300.0,3.8
Royal Biriyani House,kaggadasapura,"biryani, chinese, hyderabadi, north indian",700.0,4.0
Food Theory,marathahalli,"biryani, chinese, desserts, italian, north indian, sandwich",500.0,2.8
Hotel Crossroads,marathahalli,"andhra, biryani",650.0,3.6
California Burrito,marathahalli,"fast food, mexican",400.0,3.8
Cakes Wagon,marathahalli,"bakery, desserts",300.0,3.4
Shahi Grill,marathahalli,"chinese, north indian",400.0,3.4
Goli Vada Pav No 1,marathahalli,street food,200.0,
Cross Roads Inn,marathahalli,"beverages, north indian, south indian",800.0,
Mad Over Biryani,marathahalli,"biryani, north indian",600.0,
Indiana Burgers,brookefield,burger,300.0,3.1
Melting Melodies,marathahalli,"bakery, desserts",,3.4
Oregano,marathahalli,"beverages, continental, desserts, mexican",400.0,
1TO3 Kitchen,marathahalli,"chinese, continental, italian, north indian, south indian",800.0,3.1
La Mirch,marathahalli,"kashmiri, north indian",400.0,3.2
Eat Well,marathahalli,"chinese, north indian",400.0,3.0
North2South Foodie,marathahalli,"north indian, south indian",400.0,
Punjab Da Zaika,marathahalli,north indian,450.0,3.8
The Eatery Cafe & Restaurant,marathahalli,fast food,800.0,3.8
Indulge Cupcakes,marathahalli,"bakery, desserts",500.0,3.8
Mojo Pizza - 2X Toppings,marathahalli,pizza,600.0,4.2
Malabar Tasty Restaurant,marathahalli,"chinese, kerala, north indian, south indian",450.0,3.0
Oye Amritsar,marathahalli,north indian,600.0,3.7
Orchard Fresh,marathahalli,"desserts, ice cream",400.0,3.4
Mast Biryani - Night Express,east bangalore,"biryani, fast food, north indian",500.0,3.5
Master Chinese Street,marathahalli,"chinese, street food",250.0,
Hungry Birds,marathahalli,"biryani, chinese, north indian",500.0,3.0
"Vishal Sweets, Snacks & Breakfast",marathahalli,"mithai, street food",250.0,3.6
Andhra Vantillu,marathahalli,"north indian, south indian",350.0,3.3
Mayuri Multicuisine Restaurant,marathahalli,north indian,500.0,3.6
New Madhuram,marathahalli,"andhra, biryani",250.0,3.4
McDonald's,marathahalli,"beverages, burger, cafe, desserts, fast food",500.0,3.3
Arabian Delight,marathahalli,"arabian, chinese, north indian",800.0,
Indian Chaps House,marathahalli,north indian,400.0,3.7
Amchoor,marathahalli,"beverages, north indian",250.0,3.8
Mandya Umesh Nati Style Hotel,marathahalli,south indian,350.0,3.4
Sree Saravana Bhavan,marathahalli,south indian,400.0,3.2
Prajwal The Restaurant,marathahalli,"beverages, chinese, north indian",300.0,3.5
Flavours24,marathahalli,"desserts, ice cream",250.0,3.3
MK Dabbawala,marathahalli,north indian,400.0,3.2
Aaha Andhra,marathahalli,"andhra, biryani, north indian",900.0,3.4
The Rice Company,marathahalli,north indian,500.0,
Chatpata Chaat Station,marathahalli,"chinese, north indian, street food",500.0,3.5
Apple Cafe,marathahalli,"beverages, fast food",300.0,3.3
Just Bake,marathahalli,bakery,400.0,3.7
Jagannath Hotel,marathahalli,"bengali, north indian",400.0,
repEAT Hub,marathahalli,"juices, north indian, south indian",200.0,
Uma's Home Food,marathahalli,healthy food,300.0,3.6
Kichukkhon,marathahalli,"bengali, oriya",250.0,2.9
Home Food Punjabi Dhabha,marathahalli,"chinese, north indian",350.0,3.1
Laziz,marathahalli,"chinese, north indian",300.0,3.9
New Aroma,marathahalli,chinese,250.0,3.3
Lord of Combos,marathahalli,north indian,500.0,3.3
FixMyNutrition,marathahalli,"asian, continental, healthy food",500.0,
